latitude,longitude
49.262234999191755,-123.17397500041736
49.288710998927996,-123.13535449979422
49.289091999135756,-123.13585200008616
49.28979599911309,-123.13724999951293
49.29045999881523,-123.12324399964457
49.29036799897006,-123.12337549992725
49.29040399907838,-123.12333200051123
49.290167999143264,-123.12365950026954
49.29019999935644,-123.12361250028614
49.27191499915412,-123.21502999945028
49.2522599989361,-123.17846999997163
49.22312499938255,-123.17884499976941
49.2231549990685,-123.1788450002253
49.22308999931869,-123.1788399994819
49.26394399882213,-123.1655980002101
49.26396999890633,-123.16711000038772
49.26399999932735,-123.16918000055233
49.26417999909186,-123.16957499988965
49.2641849989163,-123.16973500016681
49.26406999924504,-123.17301499997093
49.26423999893019,-123.1730049998373
49.26409499911716,-123.17453000012452
49.26430999893288,-123.17731000012215
49.24706999895058,-123.18578000024243
49.24276799917446,-123.09646800060978
49.242362499059126,-123.08606499981971
49.24561549916777,-123.13468800031242
49.25589199930051,-123.0727555005248
49.22734299883119,-123.0745114999244
49.22731399913438,-123.0745120002045
49.26955349922916,-123.18382450048738
49.280704998914985,-123.09529700005552
49.28043749900773,-123.09529799979686
49.28232449891438,-123.1141649996887
49.28217249929547,-123.11393899976149
49.271523498905935,-123.1083999998591
49.23977149929234,-123.15477949990904
49.23924299922952,-123.15491850002851
49.280749998978315,-123.13379849974565
49.28067649883386,-123.12488200023365
49.28069849884445,-123.12483950010233
49.28075149867216,-123.12476600041654
49.28078599870183,-123.12472650018732
49.28207099929102,-123.13301999997319
49.28210699917666,-123.1329670000247
49.281445999130575,-123.13377449980761
49.28045249923987,-123.1352624997867
49.272352999239104,-123.16448499952166
49.27767399927794,-123.11590050001413
49.26142499905101,-123.11514900022587
49.261687499065374,-123.11513500032737
49.26173049901053,-123.11513349986241
49.287809999046694,-123.12962950023831
49.287845999084325,-123.12968599994957
49.23117499909989,-123.17316999964193
49.25239799947185,-123.13691150002467
49.249904499198955,-123.13673449952246
49.269930499389766,-123.1349824997477
49.27024049885895,-123.13518350025055
49.27024449886221,-123.13513250009984
49.270296999117356,-123.13528449951087
49.270326499095376,-123.13533499955348
49.27026949906324,-123.13523449986809
49.256162999274814,-123.14328000017596
49.21477499898137,-123.02984250006169
49.271499999134676,-123.10711700008888
49.230357999010856,-123.14149199962507
49.22950949887097,-123.04581349954526
49.22941499930835,-123.04580299956338
49.229382499060954,-123.04577899967009
49.22939699893457,-123.04577000007724
49.2292029989514,-123.03288249966832
49.22767649878805,-123.09408649981098
49.23849399917667,-123.16420399980709
49.23838899904753,-123.16521500005008
49.23848999903049,-123.17468499997092
49.23761899899127,-123.16659049971389
49.23654999906418,-123.16756500033203
49.232762499296506,-123.06060500032389
49.232755499076305,-123.05911050040343
49.22819199912131,-123.15237200041759
49.22830149897502,-123.15236649984706
49.22352649909017,-123.17723199996172
49.223529998832284,-123.17707999969727
49.26054049906867,-123.11824650008535
49.26053749933826,-123.1180954997361
49.26053449876338,-123.11781949982122
49.28056799878092,-123.0952914996424
49.27396399935294,-123.12171049959099
49.28856899928518,-123.12429099988621
49.264953498897704,-123.08704500023646
49.24815499882665,-123.17040999985566
49.248124999251246,-123.17035999997667
49.24802999893536,-123.17019999980619
49.28179599905783,-123.1210295000739
49.281815498992145,-123.12097950032528
49.23497099881682,-123.02729950030665
49.23487849895455,-123.02736000046602
49.234672498799114,-123.02696000016978
49.23474749889325,-123.02683849946624
49.23445549916619,-123.0267415001156
49.234843499120785,-123.02683749993777
49.23487249944206,-123.02689900018153
49.23490049912582,-123.02695999993857
49.23492699913425,-123.02702349970538
49.23494699889736,-123.02672499983889
49.23464349878432,-123.02716450009488
49.23830349905589,-123.10808999995054
49.23832599899067,-123.10807400009374
49.23830749897227,-123.10805999957878
49.23833599878941,-123.10807999983273
49.23858299910853,-123.10590450046627
49.241466499037124,-123.1125305003546
49.23993299919722,-123.11262600018598
49.23996999911521,-123.11259300032253
49.24221499916084,-123.1160920000231
49.24469749902516,-123.11195799959023
49.22065649920053,-123.10830800060036
49.22065199879366,-123.10939250030819
49.22056549898614,-123.10908849989491
49.224902999292134,-123.11286749992082
49.224572498997716,-123.11206299962929
49.24074949888564,-123.11638399963984
49.249529999116426,-123.13523500037387
49.243928499150826,-123.18643350007768
49.27275399912324,-123.10234300028449
49.27212599923887,-123.10262049967919
49.273475498803506,-123.10240300031684
49.27204699922455,-123.10385849963325
49.272039499058394,-123.10393299999517
49.27381849910661,-123.10231949959345
49.27208599920202,-123.10404850012114
49.275212499067685,-123.1028400003815
49.27211949943271,-123.10413449955391
49.27212199926357,-123.10409050002235
49.27099399907564,-123.1097270000468
49.27099049947956,-123.1098339998259
49.270995999096336,-123.10993099963663
49.27099799931674,-123.11004000009474
49.23772149905666,-123.0973789997646
49.26611549890222,-123.14078550015701
49.282151498851114,-123.07429050011477
49.21288899926675,-123.12756300013848
49.22476249927938,-123.02592700042541
49.25480849931937,-123.0581865000585
49.243110999029035,-123.10150799978487
49.29052349866851,-123.14012600017736
49.29055399875352,-123.14007799960477
49.264587499216894,-123.08118349976499
49.26454449934654,-123.0811830003811
49.25367349934294,-123.11507650029542
49.264913999035876,-123.13864050008232
49.21233299943455,-123.14023100041271
49.292950998992794,-123.13460400024
49.29308049897357,-123.13480249999024
49.275980999439895,-123.11433600044657
49.26245599912981,-123.11765500013597
49.292132499151265,-123.13331349989986
49.29314599910808,-123.13490650012518
49.293590999011386,-123.13558949957498
49.293853999338126,-123.13599649994556
49.293919499052876,-123.1360965004663
49.29398549912211,-123.13619700049189
49.294050999202206,-123.13630150018047
49.294181999108844,-123.1365039999748
49.29431199929612,-123.13670649945392
49.29327499919891,-123.13510550000292
49.29333399907403,-123.13519649975719
49.29340749945394,-123.13530599994014
49.29190399874435,-123.13296050025188
49.29183849944365,-123.13286049972004
49.272380999416804,-123.126018499809
49.27239149923824,-123.12599399973148
49.27304249909146,-123.12810849993282
49.27105149899325,-123.10096499984326
49.26802549882518,-123.11353800009591
49.270161999076024,-123.10703150016303
49.21676699901173,-123.14007649983004
49.24242999909591,-123.11863349988329
49.26521099921221,-123.12618549956831
49.23428999915954,-123.13455700029091
49.234286999135804,-123.13446400024527
49.23428749935182,-123.13447050033515
49.224971999047426,-123.15230149976202
49.28852749867777,-123.05698449965189
49.288508498839604,-123.0569694995765
49.234559499155495,-123.16037199954876
49.25695449919737,-123.12174099976765
49.26374249950175,-123.07929649970994
49.2637684993806,-123.07925500018288
49.280724498721504,-123.12480350042088
49.28084599912223,-123.12463450018521
49.280875999166305,-123.12458549997626
49.290352499079965,-123.12363250025648
49.282118999090656,-123.10421800009469
49.27406249915193,-123.07422100035068
49.260255999197994,-123.07360550036981
49.26281999916186,-123.2067200001719
49.233698499343845,-123.15833849972302
49.23369699907909,-123.15826750010231
49.27093999893242,-123.16736499996307
49.27873449921098,-123.08725849981575
49.27876099882775,-123.08729149976544
49.27875949881394,-123.08722249998493
49.27874449888738,-123.08740999996832
49.27876899875651,-123.08741100018493
49.27876549871228,-123.08735750004139
49.26929899898456,-123.15992450041118
49.292376499494345,-123.13371500001888
49.28318349926915,-123.06347299998521
49.26838299921191,-123.17790900000539
49.26092199928841,-123.14129900016108
49.264129999440804,-123.17641499996445
49.26413499869746,-123.17686499971514
49.264139998898905,-123.17731500024901
49.26415649888499,-123.1782815002591
49.26353449902255,-123.1277065003918
49.20743899920827,-123.04755449963848
49.20714049893063,-123.04757099976781
49.24732099934609,-123.0557904996902
49.24736449916949,-123.05578999978518
49.20686249884428,-123.04756799964682
49.20689049918639,-123.04756849946764
49.206988999030166,-123.04756950006758
49.237790499155814,-123.12866550023814
49.23469149903736,-123.12823900048966
49.23473149920183,-123.12823650026435
49.231959999253284,-123.17529499965087
49.22725449932314,-123.14506400000654
49.28469949888617,-123.04794800034209
49.278674999113264,-123.13060550041723
49.27859199886469,-123.13048000023552
49.20496399885396,-123.14069500018977
49.2269279987999,-123.1508029996552
49.213070999188375,-123.15045199995647
49.267833999306056,-123.13603999993333
49.2785609987549,-123.13043300006113
49.26549449894849,-123.12398350008742
49.26542899876195,-123.12398499982223
49.26545949888689,-123.12398449963382
49.250940998874015,-123.14263199980914
49.25093999907495,-123.14255399965347
49.23118499876182,-123.17025000025065
49.234557498745644,-123.16016149945362
49.27671949908204,-123.1347174995961
49.24071549900895,-123.06324300055765
49.24071699890205,-123.0631790000126
49.243252999144566,-123.14020500037392
49.284122999090954,-123.10735150000292
49.28432999908985,-123.10853600017299
49.284601499123184,-123.10998150022856
49.26786349896751,-123.18163100001782
49.23240449876663,-123.14631299959953
49.22775149928302,-123.14647799986865
49.227948499068106,-123.146641500181
49.258742999192414,-123.08612600005718
49.29012499921014,-123.12706149983812
49.254496999089945,-123.1500505004002
49.25449699930877,-123.15011749998834
49.21378799932059,-123.0252875001648
49.21356599892357,-123.02520099997818
49.27695249918172,-123.12082799978593
49.27687399903997,-123.12095100043942
49.286660499149704,-123.13198550005262
49.21500099907401,-123.13220800018738
49.2737239990571,-123.12398100028066
49.27372249927862,-123.12392550019555
49.27368049903896,-123.123864999808
49.27368199898796,-123.12381799975275
49.27392349911355,-123.12395899975893
49.27385949900803,-123.12405350035229
49.27421349901325,-123.10016100049197
49.274898499255315,-123.13334449989227
49.250664999202414,-123.05133000015137
49.25066249889944,-123.05127650031268
49.250667999322964,-123.05005850002632
49.26965499914234,-123.13629000037572
49.26997649894261,-123.13262900009808
49.269936498958714,-123.13257699959152
49.248642998782955,-123.05466450031354
49.27870399907355,-123.13065250033685
49.219326499263424,-123.0414674994023
49.219347999152674,-123.04149049983646
49.26785949910357,-123.1504954997421
49.259169999314494,-123.1682300004665
49.271295999247094,-123.12659849970285
49.271327499301634,-123.12665000009467
49.279160999141205,-123.1133875001101
49.26231249905291,-123.14332100008639
49.20873349915495,-123.14868900038427
49.264112499293134,-123.16567300023277
49.258602999095515,-123.12457950008528
49.27557499884314,-123.12484250034065
49.25860449928617,-123.1246459998113
49.25860599925826,-123.12471849983694
49.2586124994857,-123.12509099983264
49.25861249933434,-123.1250204997794
49.280887998889945,-123.1257094996489
49.274144498767136,-123.11737749998997
49.274154499114076,-123.11743199977171
49.2743584989757,-123.1187310000805
49.27436249927782,-123.11878249998337
49.27436949899383,-123.11906599944065
49.27398899886969,-123.11538149962536
49.27396949902552,-123.11554899975481
49.27396099923109,-123.11614899980748
49.273958499262996,-123.11609549967204
49.27433849928548,-123.11947299963585
49.274163999419976,-123.11748549962807
49.2741889988948,-123.11764149966457
49.29337699896318,-123.13232399980969
49.261965498799796,-123.20013999973847
49.282195998982715,-123.06330349981026
49.28219399899064,-123.06309200012561
49.28219399913747,-123.06302249977699
49.29026649889459,-123.12351399983932
49.2902984991052,-123.12346399966027
49.25895299922909,-123.13727199966696
49.27354449917276,-123.12791199981353
49.27357949885778,-123.1278584995328
49.27365299890181,-123.12774800013183
49.25064099909543,-123.05563399986275
49.25064499889125,-123.05490050043882
49.25243849876619,-123.0689365001913
49.28930349894225,-123.12246599995082
49.27196049872931,-123.12644800015282
49.28202499878247,-123.0460050003825
49.22219999915651,-123.12016299998577
49.28964399919066,-123.14387299994743
49.22054999896671,-123.08828900001674
49.212406999034954,-123.1402300000745
49.23407649891555,-123.14481900004168
49.23338349891688,-123.14467700056886
49.23277649889524,-123.1448530001187
49.23201699904994,-123.14473150001727
49.22974199879499,-123.14498099984675
49.23008999883105,-123.18159999997968
49.22984499909177,-123.1819799999805
49.22985499867668,-123.18197999962318
49.22983999907445,-123.18198000015836
49.26988499917166,-123.17563499953548
49.27153049931879,-123.13434799999486
49.27146399904459,-123.13426300023741
49.247493999362725,-123.14655499968079
49.27006499882401,-123.18173500026438
49.28110249923802,-123.12785749991974
49.28243349903356,-123.12990850001118
49.28454749911206,-123.1105754995808
49.28455599911856,-123.11055950000792
49.26969999928444,-123.07194850060203
49.26196499888336,-123.20015000003987
49.26156799883047,-123.13335800023974
49.26156699894823,-123.13330700022101
49.261573498676846,-123.13359299998635
49.261571998955624,-123.13353949993856
49.265056498846505,-123.15534099996277
49.26510699882942,-123.15533999978481
49.26483849907644,-123.15501050031155
49.27165849886736,-123.14812249977794
49.27165799898517,-123.14806299980181
49.27172199926323,-123.16021200002602
49.26558899902683,-123.02967849937076
49.28571699920571,-123.13313850000341
49.28945699908064,-123.1345640005823
49.24806649914754,-123.09730900030212
49.275327999078925,-123.15146249987247
49.275326498939954,-123.15139949973667
49.262168998739064,-123.15312599965051
49.262284498945526,-123.15312200009205
49.22115549927362,-123.06151700018275
49.25558899920335,-123.1098364997668
49.2802669988138,-123.03262700000566
49.26463449902437,-123.14291149960611
49.2829109990278,-123.05104249991679
49.235658499095706,-123.15691349959802
49.235657499227536,-123.15684100010377
49.25379649899849,-123.10205700029212
49.2661419988638,-123.14075700038985
49.2345549990707,-123.18210000047694
49.276304499108214,-123.12567849955762
49.284168999351415,-123.09990049980935
49.21166949922327,-123.10449100010939
49.21169349916586,-123.10456200025084
49.22938299914521,-123.04555499951177
49.229396998883445,-123.04555849973211
49.22939699906019,-123.04549299966112
49.22939549907681,-123.04545649993342
49.26427349901504,-123.13619950024024
49.264313499178584,-123.13619849975099
49.2643524989349,-123.13619799956763
49.260158999107794,-123.10334549982647
49.26023599872955,-123.14832899994428
49.260280498883915,-123.14832800014209
49.26003749912244,-123.14844700023991
49.25051799902384,-123.03752600057229
49.23056249922959,-123.07527250019477
49.230560999233425,-123.07520350062862
49.2168059990597,-123.02495949968791
49.2168524987951,-123.02495949975805
49.214946998922365,-123.02544550015473
49.23694999915729,-123.18276999989274
49.27678049875032,-123.13478099995206
49.27681649911627,-123.1348170003424
49.27185699921278,-123.07459650003926
49.28077299904034,-123.12553249945364
49.2808519991165,-123.12565299979389
49.288125499096836,-123.13728500020859
49.270709998833475,-123.13444399960008
49.27088649917041,-123.13422100000457
49.2709654993139,-123.1341184999116
49.270383499390874,-123.13471999999734
49.26514999906425,-123.17647000021084
49.27219249940666,-123.10861349956116
49.27220249895152,-123.10915849972672
49.27177799930968,-123.12674600005907
49.21246799939161,-123.15192050057054
49.20960299905368,-123.14893999987513
49.209689998992424,-123.1490260002764
49.27140749893992,-123.07489849972087
